Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
21.89,47.12,117.56,886.50,23.07,18.89,24.57,51.73,67.40,51.99,110.65,0.00,246.22,792.27,0.00,658.47
22.93,47.88,124.12,919.62,22.28,17.46,23.58,54.87,75.00,57.21,88.90,-0.00,222.84,632.97,-0.00,609.20
23.30,51.50,126.81,933.06,21.60,17.74,26.34,56.16,73.32,46.83,53.84,0.00,474.25,360.34,0.00,302.06
23.68,51.75,126.25,931.00,20.67,17.56,26.53,60.12,74.62,50.23,5.86,-0.00,474.61,36.74,-0.00,260.86
23.84,49.12,122.50,911.50,19.54,16.63,26.20,66.43,78.40,55.34,0.00,-0.00,413.02,0.00,0.00,264.52
23.43,49.25,117.94,865.69,19.27,15.61,24.30,66.42,85.17,64.77,-0.00,-0.00,310.11,-0.00,0.00,311.07
22.89,52.50,109.06,780.88,18.64,16.40,25.15,68.64,81.90,60.90,0.00,-0.00,253.20,0.00,-0.00,277.91
22.33,54.62,89.31,635.88,17.72,16.97,25.39,73.63,83.19,58.59,-0.00,0.00,150.20,-0.00,-0.00,366.47
21.85,55.00,55.00,368.12,17.77,18.37,24.24,73.16,77.39,62.17,0.00,11.89,65.57,0.00,61.80,320.40
20.57,60.62,5.81,36.44,17.42,19.70,21.38,75.37,70.55,75.53,-0.00,66.86,5.79,-0.00,206.09,28.91
19.53,66.50,0.00,0.00,16.39,20.32,21.72,79.76,68.49,72.32,-0.00,150.90,0.00,-0.00,96.29,0.00
18.99,68.00,0.00,0.00,15.79,21.84,19.72,84.08,62.24,83.72,0.00,223.10,-0.00,-0.00,387.47,-0.00
18.43,69.88,0.00,0.00,16.31,23.88,21.25,82.45,54.81,76.64,0.00,235.26,0.00,-0.00,629.17,0.00
17.95,72.25,0.00,0.00,17.15,24.12,20.09,82.15,55.17,85.68,0.00,232.14,-0.00,-0.00,634.63,-0.00
17.80,73.00,0.00,0.00,18.25,25.65,19.43,78.07,49.42,90.61,11.79,452.82,0.00,61.27,288.40,0.00
17.30,76.12,0.00,0.00,19.35,26.06,20.01,72.40,52.05,89.02,65.28,459.56,-0.00,201.20,252.59,-0.00
16.19,81.12,0.00,0.00,20.28,25.93,19.22,68.69,56.42,95.20,150.48,405.54,-0.00,96.02,259.73,-0.00
15.95,83.00,0.00,0.00,21.66,24.60,18.62,63.06,63.45,99.44,220.30,317.03,-0.00,382.61,318.01,-0.00
16.23,83.00,0.00,0.00,23.54,24.94,18.36,56.21,61.82,100.65,229.79,249.57,-0.00,614.53,273.92,-0.00
17.30,81.12,0.00,0.00,24.39,24.94,18.19,54.14,60.60,98.87,236.79,145.66,-0.00,647.35,355.39,-0.00
18.15,78.75,11.69,60.75,25.30,23.95,18.66,50.71,63.53,92.61,442.10,64.25,14.45,281.58,313.98,74.65
19.05,74.25,63.69,196.31,25.82,21.83,18.90,52.97,73.27,92.49,452.03,5.99,64.23,248.45,29.89,340.93
20.25,68.88,150.06,95.75,25.80,21.34,21.16,56.96,74.41,79.33,401.80,0.00,103.07,257.34,0.00,561.68
21.51,63.88,217.50,377.75,24.75,20.18,23.08,62.78,81.17,68.58,320.48,-0.00,118.34,321.47,-0.00,755.20
23.25,57.62,224.31,599.88,24.84,20.88,25.09,62.29,78.76,59.08,247.75,0.00,167.88,271.93,0.00,811.18
24.62,53.12,241.44,660.06,24.71,19.98,26.55,61.61,86.34,50.15,143.39,-0.00,321.28,349.85,-0.00,604.57
25.00,52.00,431.38,274.75,23.81,19.63,26.64,64.20,89.36,47.42,63.60,0.00,400.21,310.77,0.00,477.85
25.62,53.88,444.50,244.31,22.05,19.97,27.40,72.13,89.26,42.37,6.09,-0.00,394.44,30.39,-0.00,522.49
25.69,57.50,398.06,254.94,21.14,19.44,25.72,75.45,93.73,46.35,0.00,-0.00,296.35,0.00,0.00,457.61
24.88,62.12,323.94,324.94,20.41,19.21,26.45,79.90,95.60,41.77,-0.00,-0.00,222.36,-0.00,-0.00,585.06
24.75,62.75,245.94,269.94,20.70,19.00,26.38,79.82,96.45,44.08,0.00,-0.00,163.71,0.00,-0.00,593.84
24.52,62.62,141.12,344.31,19.93,18.79,25.50,86.67,94.99,49.97,-0.00,0.00,128.69,-0.00,0.00,396.42
23.68,64.88,62.94,307.56,19.73,18.86,23.71,88.74,91.30,54.22,0.00,14.66,63.00,0.00,75.77,200.09
22.24,71.00,6.19,30.88,19.96,19.52,23.45,89.38,88.75,61.36,-0.00,67.34,6.81,-0.00,357.40,21.12
20.98,76.50,0.00,0.00,19.55,21.49,22.57,92.99,77.54,71.54,-0.00,105.63,0.00,-0.00,575.62,0.00
20.60,78.62,0.00,0.00,19.50,23.25,21.84,93.67,67.79,74.58,-0.00,119.77,-0.00,0.00,764.29,-0.00
20.54,80.88,0.00,0.00,19.32,24.88,20.46,94.35,59.98,82.23,0.00,165.47,0.00,-0.00,799.53,0.00
19.88,87.00,0.00,0.00,19.08,26.12,21.96,93.06,51.76,78.85,0.00,312.11,-0.00,-0.00,587.31,-0.00
19.81,88.12,0.00,0.00,18.96,26.36,19.80,90.65,48.40,95.51,14.77,392.58,0.00,76.32,468.74,0.00
19.94,89.50,0.00,0.00,19.83,26.95,18.91,86.87,43.81,98.55,68.89,382.62,-0.00,365.64,506.84,-0.00
19.65,92.25,0.00,0.00,21.66,26.38,20.03,76.65,44.37,88.84,106.91,311.67,0.00,582.59,481.27,-0.00
19.75,91.75,0.00,0.00,23.33,26.63,18.57,67.39,41.26,98.96,120.48,225.21,0.00,768.83,592.56,0.00
19.59,92.25,0.00,0.00,24.78,26.33,19.43,60.43,44.23,95.05,164.27,163.17,0.00,793.70,591.86,-0.00
19.34,91.12,0.00,0.00,25.91,25.75,21.13,52.57,49.11,85.33,307.52,131.06,0.00,578.69,403.74,0.00
19.05,90.00,14.88,76.88,26.22,24.36,18.70,48.89,51.92,99.44,388.76,66.22,14.17,464.18,210.33,56.61
20.09,85.00,70.44,373.88,26.73,23.39,19.72,44.53,61.62,100.84,376.72,6.78,65.18,499.01,21.03,302.00
21.80,75.75,108.19,589.56,26.71,22.28,23.90,43.37,73.08,76.13,319.34,0.00,122.96,493.11,0.00,605.57
23.40,67.00,121.19,773.38,26.72,21.42,24.97,41.00,76.92,62.95,226.63,-0.00,198.58,596.31,-0.00,483.78
24.69,60.88,163.06,787.88,26.31,20.72,26.18,44.31,80.81,53.34,162.89,0.00,274.84,590.87,0.00,482.76
25.73,53.38,302.94,570.06,25.87,21.48,27.07,48.68,81.74,51.84,132.25,-0.00,236.11,407.40,-0.00,759.25
26.10,49.38,384.94,459.62,24.68,20.29,25.44,50.77,92.38,57.76,67.83,0.00,284.42,215.44,0.00,597.71
26.54,45.25,370.81,491.19,23.37,19.27,25.26,61.75,96.15,55.09,6.76,-0.00,222.11,20.98,-0.00,660.47
26.99,42.38,327.00,504.94,22.13,19.60,25.48,73.85,91.79,48.66,0.00,0.00,294.78,0.00,0.00,481.21
26.79,40.75,228.06,600.06,21.22,18.66,25.96,78.08,98.36,40.59,-0.00,0.00,206.62,-0.00,-0.00,610.14
26.29,44.38,162.62,589.88,20.84,19.25,26.73,80.09,96.27,34.53,0.00,0.00,136.42,0.00,-0.00,691.44
25.98,48.25,133.44,411.06,21.24,20.61,25.09,83.18,88.79,38.91,-0.00,0.00,104.31,-0.00,0.00,462.39
24.96,49.62,69.44,220.56,20.54,19.27,26.15,90.81,95.66,36.68,0.00,14.80,64.26,0.00,59.15,336.49
23.34,61.88,6.75,20.94,19.45,20.36,25.22,94.95,96.61,40.54,-0.00,68.46,6.94,-0.00,317.22,35.45
22.01,74.62,0.00,0.00,19.38,23.35,21.98,93.27,79.37,52.68,-0.00,118.48,0.00,0.00,583.51,0.00
21.04,79.25,0.00,0.00,18.70,24.54,21.75,98.05,64.97,53.57,-0.00,192.91,-0.00,0.00,469.99,-0.00
20.95,79.38,0.00,0.00,19.17,25.85,18.22,96.89,54.67,74.46,0.00,268.61,0.00,-0.00,471.82,0.00
21.04,84.62,0.00,0.00,20.34,26.54,18.19,90.52,53.98,78.33,0.00,227.75,-0.00,0.00,732.35,-0.00
20.75,89.25,0.00,0.00,19.56,25.41,16.30,93.77,57.88,91.97,15.12,283.83,0.00,60.42,596.48,0.00
19.60,93.75,0.00,0.00,20.69,25.81,18.13,94.50,53.10,80.52,70.11,231.46,-0.00,324.83,688.26,-0.00
19.19,94.75,0.00,0.00,23.08,26.03,18.05,81.00,46.89,80.86,116.24,307.33,-0.00,572.47,501.70,0.00
18.74,97.75,0.00,0.00,24.33,26.25,16.27,65.99,39.79,92.17,190.08,211.00,0.00,463.09,623.07,-0.00
19.09,97.50,0.00,0.00,25.68,26.68,15.32,55.34,34.64,98.77,265.49,135.99,0.00,466.35,689.25,0.00
20.12,92.25,0.00,0.00,26.27,25.68,16.32,55.05,37.40,94.51,223.56,109.13,0.00,718.89,483.73,0.00
19.81,91.88,15.44,61.69,25.39,25.75,15.08,57.94,37.78,104.45,283.54,62.53,14.22,595.86,327.47,54.53
20.96,92.38,71.75,332.44,26.08,24.52,18.55,52.11,42.77,93.15,236.14,6.62,71.16,702.16,33.85,299.93
22.84,82.62,114.00,561.44,26.30,22.19,23.08,46.01,51.90,73.36,313.60,0.00,121.63,511.95,0.00,589.41
24.15,67.00,187.25,456.19,26.39,21.15,24.93,39.40,56.10,61.05,213.19,-0.00,155.91,629.53,-0.00,743.84
25.54,56.00,262.38,460.88,26.66,18.52,26.18,34.69,72.92,49.83,135.78,0.00,177.98,688.15,0.00,827.75
26.04,56.12,219.38,705.44,25.98,18.03,26.61,36.64,79.23,44.45,111.53,-0.00,189.11,494.39,-0.00,843.50
25.38,58.00,283.25,595.25,25.55,16.87,27.56,38.33,88.55,40.94,61.67,0.00,206.09,322.95,0.00,880.40
26.31,51.12,240.81,716.06,24.18,17.52,27.40,43.88,84.39,42.93,6.47,-0.00,204.88,33.05,-0.00,818.82
26.54,45.12,319.88,522.19,22.30,17.50,28.07,51.51,84.30,41.30,0.00,-0.00,234.04,0.00,0.00,732.66
26.51,39.00,215.38,636.00,20.85,16.38,29.08,57.36,91.46,36.90,-0.00,-0.00,277.03,-0.00,0.00,595.80
26.64,34.75,135.56,687.06,18.67,15.76,26.95,72.15,95.88,39.04,0.00,-0.00,195.36,0.00,-0.00,426.20
26.23,35.88,113.94,505.06,17.96,16.39,26.09,79.67,94.07,40.76,-0.00,0.00,139.19,-0.00,-0.00,262.96
25.38,38.88,60.81,318.44,17.15,15.71,26.76,86.83,100.17,41.92,0.00,14.92,74.30,0.00,57.20,266.62
23.88,45.00,6.31,32.25,17.21,18.83,24.99,86.32,91.33,46.24,-0.00,72.68,7.40,-0.00,306.31,27.91
22.39,51.12,0.00,0.00,17.23,22.76,23.03,86.03,75.12,57.88,0.00,118.97,0.00,0.00,576.52,0.00
20.59,58.62,0.00,0.00,16.43,24.50,20.92,91.11,63.09,76.85,0.00,151.33,-0.00,0.00,721.98,-0.00
18.80,71.38,0.00,0.00,15.97,25.70,20.17,94.44,51.67,84.24,0.00,172.27,0.00,-0.00,801.18,0.00
17.89,80.12,0.00,0.00,16.42,26.30,20.81,93.84,45.47,83.98,-0.00,185.11,-0.00,0.00,825.69,-0.00
17.39,85.12,0.00,0.00,16.02,27.01,20.89,98.02,42.66,85.33,15.27,198.67,0.00,58.54,848.70,0.00
16.95,88.25,0.00,0.00,18.98,27.23,19.41,90.41,43.46,91.24,73.43,202.44,-0.00,309.50,809.07,-0.00
16.99,87.75,0.00,0.00,22.60,27.83,18.08,76.00,42.03,95.43,117.64,230.21,0.00,570.07,720.68,0.00
16.48,90.75,0.00,0.00,24.28,28.41,17.95,64.10,38.83,92.70,149.04,265.07,0.00,711.05,570.09,0.00
16.16,93.00,0.00,0.00,25.46,27.36,18.81,52.58,37.96,85.72,169.42,201.43,-0.00,787.90,439.45,0.00
16.45,93.62,0.00,0.00,26.14,26.69,17.86,45.99,39.13,90.99,183.12,145.81,0.00,816.79,275.48,0.00
16.29,95.88,15.62,59.88,26.74,26.43,17.85,43.52,42.96,92.40,194.96,72.62,14.67,832.85,260.59,71.79
19.10,89.50,74.19,312.69,27.14,24.53,20.43,43.73,47.87,84.70,201.22,7.17,68.32,804.19,27.05,358.76
22.46,76.88,116.31,563.62,27.71,22.96,21.61,42.39,58.19,81.82,228.29,0.00,105.28,714.68,0.00,507.27
24.09,65.12,146.75,700.12,28.08,21.49,23.14,39.79,73.99,68.51,259.10,-0.00,185.67,557.23,-0.00,512.16
25.25,53.50,166.56,774.62,27.56,20.62,24.68,37.42,81.68,59.05,204.46,0.00,286.69,446.07,0.00,451.89
26.01,46.50,181.12,807.88,27.00,20.85,25.51,38.31,83.74,55.08,149.13,-0.00,335.16,281.74,-0.00,458.20
26.51,44.38,191.25,817.00,26.26,20.82,27.20,43.48,85.79,49.34,71.78,0.00,412.78,257.57,0.00,447.01
27.07,44.00,200.00,799.31,24.30,19.45,26.29,48.69,90.99,54.30,7.05,-0.00,410.01,26.62,-0.00,324.09
27.61,42.75,226.38,708.69,22.92,18.26,26.58,58.35,94.21,54.80,0.00,0.00,419.91,0.00,-0.00,319.11
27.80,40.75,253.12,544.38,21.77,17.79,24.79,72.55,93.79,62.69,-0.00,-0.00,324.95,-0.00,-0.00,284.87
27.74,36.88,207.50,452.69,20.85,18.19,26.30,80.40,89.92,54.97,0.00,-0.00,260.84,0.00,0.00,303.32
27.26,37.50,152.44,288.00,20.87,17.89,25.84,83.62,90.75,52.54,-0.00,-0.00,170.44,-0.00,-0.00,169.71
26.12,44.00,70.94,254.56,20.78,18.39,24.32,86.02,89.14,56.28,0.00,15.28,71.78,0.00,74.74,53.32
24.10,49.50,6.94,26.19,19.46,20.70,22.80,90.87,83.10,65.27,-0.00,69.72,6.09,-0.00,366.10,3.59
22.89,58.50,0.00,0.00,18.35,22.25,22.25,93.61,78.41,69.90,0.00,110.55,0.00,0.00,532.63,0.00
22.01,71.12,0.00,0.00,17.71,23.50,20.55,94.33,66.82,78.83,0.00,190.78,-0.00,-0.00,526.23,-0.00
21.04,79.12,0.00,0.00,17.88,24.90,21.42,92.02,58.15,73.69,0.00,291.35,0.00,-0.00,459.22,0.00
20.89,83.50,0.00,0.00,17.91,25.77,18.91,90.62,54.10,88.56,-0.00,341.58,-0.00,-0.00,466.98,-0.00
20.75,86.25,0.00,0.00,18.65,26.84,18.79,87.51,50.67,90.69,15.58,402.74,0.00,76.21,436.13,0.00
19.48,90.75,0.00,0.00,20.84,26.60,19.79,82.30,53.15,85.05,70.42,419.47,-0.00,369.77,331.58,-0.00
18.43,93.00,0.00,0.00,22.57,26.31,20.14,76.70,55.90,83.01,113.18,412.11,-0.00,545.32,313.18,0.00
17.64,94.88,0.00,0.00,23.68,25.03,19.39,65.97,61.66,87.34,193.33,330.70,0.00,533.27,289.90,-0.00
17.61,94.12,0.00,0.00,25.01,25.81,18.69,57.70,57.05,92.30,293.67,252.30,0.00,462.89,293.38,-0.00
17.93,90.50,0.00,0.00,25.90,25.47,20.18,53.61,54.02,84.48,344.79,166.13,-0.00,471.36,165.42,0.00
18.88,85.88,15.88,77.69,26.66,24.30,19.63,51.33,56.39,89.32,397.71,71.64,15.84,430.69,53.22,76.82
20.96,81.50,71.12,373.44,26.76,22.98,21.76,52.57,64.45,80.95,424.21,6.17,74.30,335.32,3.64,397.51
22.84,75.00,115.81,558.00,26.18,22.29,23.18,56.45,69.70,76.02,408.21,0.00,125.93,310.21,0.00,557.43
23.84,65.12,195.88,540.31,25.15,21.00,24.38,61.14,76.48,66.67,333.57,-0.00,250.97,292.42,-0.00,313.78
25.10,57.25,296.00,466.56,25.56,21.04,25.84,58.08,75.78,59.42,248.02,0.00,395.02,288.41,0.00,161.59
26.01,53.12,348.00,475.75,25.28,19.57,24.38,54.76,84.72,66.60,163.97,-0.00,400.10,163.27,-0.00,156.06
26.51,52.00,392.69,425.25,24.28,19.42,25.51,56.45,86.97,60.73,71.57,0.00,413.04,53.17,0.00,141.74
26.89,52.00,428.94,339.06,23.07,19.93,26.75,64.03,84.22,56.40,6.21,-0.00,448.16,3.67,-0.00,185.24
26.06,57.00,404.31,307.25,22.31,20.25,25.13,69.60,82.38,63.22,0.00,-0.00,374.55,0.00,0.00,222.96
25.25,60.62,336.44,294.94,21.22,19.77,27.32,75.30,85.11,53.11,-0.00,0.00,307.02,-0.00,0.00,363.02
25.35,59.12,243.75,283.44,20.85,19.15,25.27,76.83,89.40,59.30,0.00,-0.00,157.39,0.00,0.00,534.40
25.12,55.50,161.81,161.12,19.91,19.81,25.83,82.80,86.87,58.27,-0.00,-0.00,126.21,-0.00,0.00,486.67
24.27,56.50,71.50,53.12,19.73,19.72,25.20,85.11,88.72,62.91,0.00,15.95,70.15,0.00,77.35,286.62
23.15,63.62,6.25,3.69,20.00,21.46,23.78,83.80,82.73,70.09,-0.00,72.81,6.69,-0.00,389.51,25.66
22.33,69.50,0.00,0.00,20.30,23.01,23.92,82.07,77.01,69.94,-0.00,124.37,0.00,0.00,550.53,0.00
21.41,74.12,0.00,0.00,19.96,24.23,21.21,83.99,67.40,87.11,0.00,248.36,-0.00,0.00,310.51,-0.00
20.69,77.88,0.00,0.00,19.39,25.27,22.81,87.95,62.02,79.73,0.00,380.32,0.00,0.00,155.57,0.00
20.19,80.88,0.00,0.00,19.62,24.55,22.13,88.06,65.80,84.47,0.00,405.14,-0.00,0.00,158.03,-0.00
20.00,83.25,0.00,0.00,19.77,25.53,20.53,88.42,60.68,94.57,16.01,413.43,0.00,77.61,141.87,0.00
20.06,83.38,0.00,0.00,21.32,26.41,22.35,83.61,57.83,82.12,72.06,437.89,-0.00,385.50,181.00,-0.00
20.35,81.75,0.00,0.00,22.92,25.67,21.62,77.50,60.98,86.74,123.59,389.97,0.00,547.07,232.13,0.00
20.12,82.88,0.00,0.00,24.15,26.87,21.38,67.76,54.93,87.92,247.06,297.76,0.00,308.88,352.07,-0.00
19.59,86.50,0.00,0.00,24.99,25.77,21.29,63.32,57.34,88.22,372.97,163.38,-0.00,152.57,554.76,-0.00
19.46,89.25,0.00,0.00,24.64,25.56,19.76,65.40,59.44,98.57,407.67,123.86,0.00,159.02,477.59,-0.00
19.81,88.12,16.06,77.88,25.53,24.88,21.33,60.65,64.39,88.20,413.62,68.63,17.80,141.93,280.44,26.47
21.19,84.50,71.31,381.50,26.24,23.91,20.82,58.54,69.49,92.82,432.76,6.75,83.37,178.87,25.89,117.98
22.84,78.00,122.81,543.62,25.93,23.50,22.35,59.87,72.16,85.39,397.67,0.00,165.37,236.72,0.00,164.45
24.09,68.12,245.75,307.25,26.64,21.82,22.13,55.84,83.61,86.35,293.13,-0.00,243.66,346.59,-0.00,186.82
24.75,64.62,365.62,149.56,26.02,22.46,24.81,56.36,81.80,72.21,166.38,0.00,340.05,564.94,0.00,291.14
24.71,65.00,410.19,160.00,25.43,21.98,25.75,60.03,85.36,67.01,122.68,-0.00,389.95,473.04,-0.00,241.41
25.54,60.62,413.81,142.00,24.73,21.13,26.46,65.14,90.78,61.86,67.88,0.00,395.35,277.34,0.00,210.61
26.10,59.25,427.62,176.75,23.97,21.81,23.25,69.18,85.50,78.78,6.78,-0.00,378.70,26.01,-0.00,68.25
26.16,58.75,405.38,241.31,23.29,21.32,22.27,73.27,88.68,86.26,0.00,0.00,290.41,0.00,0.00,80.31
26.45,56.75,288.50,341.12,22.13,21.06,23.86,81.87,90.08,75.62,-0.00,0.00,127.91,-0.00,-0.00,7.21
26.23,55.38,169.38,575.12,22.29,20.93,21.97,82.84,90.61,84.92,0.00,-0.00,96.37,0.00,-0.00,1.19
25.31,60.62,121.50,468.50,21.91,20.22,22.16,85.80,95.48,88.90,-0.00,0.00,96.91,-0.00,-0.00,4.92
24.59,65.88,67.12,274.25,21.44,21.13,21.93,88.89,89.48,94.85,0.00,17.55,48.95,0.00,26.11,0.40
24.02,68.88,6.81,26.12,21.55,21.19,23.25,87.19,90.47,85.56,-0.00,85.71,4.86,-0.00,121.30,0.00
23.11,74.38,0.00,0.00,21.17,22.42,22.26,89.65,84.94,90.77,0.00,166.24,0.00,0.00,165.32,-0.00
22.39,80.12,0.00,0.00,20.89,22.76,21.83,91.17,82.80,93.10,0.00,255.64,-0.00,0.00,196.00,0.00
22.14,83.88,0.00,0.00,20.75,24.83,22.46,91.80,72.11,86.32,-0.00,340.56,0.00,-0.00,291.57,-0.00
21.85,86.25,0.00,0.00,20.46,25.87,21.94,93.93,66.44,88.58,0.00,393.35,-0.00,-0.00,243.52,0.00
21.70,87.00,0.00,0.00,21.03,26.65,20.97,90.11,61.05,94.41,17.43,400.77,0.00,25.93,213.49,-0.00
21.32,88.88,0.00,0.00,21.38,23.67,19.66,89.29,76.52,102.83,86.89,391.01,-0.00,122.96,70.47,0.00
21.04,90.62,0.00,0.00,22.46,22.91,19.48,84.72,82.63,103.97,166.68,305.11,0.00,165.75,84.37,-0.00
20.75,92.25,0.00,0.00,23.07,23.77,20.44,81.02,76.12,95.24,261.63,127.08,0.00,200.60,7.17,-0.00
20.60,93.00,0.00,0.00,24.84,22.63,19.38,72.05,81.27,103.05,340.81,101.38,0.00,291.78,1.25,-0.00
20.66,92.38,0.00,0.00,25.93,22.60,19.57,66.16,86.26,98.84,395.05,100.17,0.00,244.57,5.08,0.00
20.95,90.75,17.31,25.75,26.74,22.56,19.56,60.65,90.93,100.88,403.48,51.38,17.05,214.94,0.42,63.40
21.54,88.12,88.06,124.62,23.89,23.08,20.51,75.38,86.59,100.43,397.16,4.81,76.74,71.58,0.00,300.95
22.49,84.50,167.12,166.19,23.23,22.33,23.98,80.82,90.32,81.70,312.46,0.00,155.92,86.41,-0.00,509.84
23.34,79.25,267.62,205.19,23.72,21.99,22.83,76.37,92.05,91.27,126.66,-0.00,222.84,7.14,0.00,375.46
24.85,72.00,341.06,292.00,22.96,22.14,25.62,79.45,88.35,76.74,103.88,0.00,302.98,1.28,-0.00,336.03
25.98,65.88,396.75,245.62,22.82,21.79,23.78,84.94,89.60,75.60,101.81,-0.00,168.36,5.17,0.00,96.12
26.82,60.25,406.19,216.38,22.88,21.14,21.31,88.96,93.33,80.44,52.60,0.00,138.88,0.43,-0.00,7.93
24.07,74.25,403.31,72.69,23.00,20.25,19.96,87.10,98.85,92.35,4.78,-0.00,148.96,0.00,0.00,3.69
23.51,79.00,319.81,88.44,22.36,20.06,22.56,90.10,99.98,78.52,0.00,0.00,138.05,-0.00,0.00,1.77
23.68,76.62,126.25,7.12,22.07,20.52,22.82,91.53,94.68,80.53,-0.00,0.00,140.96,0.00,0.00,63.68
23.24,77.62,106.38,1.31,21.98,19.98,22.92,89.37,98.96,83.27,0.00,0.00,193.66,-0.00,0.00,306.69
23.01,83.62,103.44,5.25,21.71,19.73,22.55,90.11,97.73,84.41,-0.00,-0.00,132.06,0.00,0.00,352.70
23.15,87.00,53.81,0.44,21.22,19.89,23.02,92.79,98.63,81.86,0.00,17.46,72.06,-0.00,64.95,184.58
22.93,87.62,4.75,0.00,20.54,20.97,23.35,96.87,97.27,80.13,-0.00,79.49,7.39,0.00,311.76,18.38
22.39,89.88,0.00,0.00,20.35,23.39,20.62,97.99,85.47,97.36,-0.00,149.83,0.00,-0.00,489.95,0.00
22.14,91.00,0.00,0.00,20.56,23.45,21.45,94.40,87.58,89.34,0.00,233.61,-0.00,-0.00,393.61,-0.00
21.85,90.38,0.00,0.00,20.28,25.38,21.26,96.92,78.12,88.68,0.00,297.90,0.00,0.00,330.39,0.00
21.64,90.62,0.00,0.00,19.81,23.85,20.58,97.18,75.24,91.36,0.00,169.18,-0.00,0.00,96.59,-0.00
21.29,92.25,0.00,0.00,20.05,21.19,20.51,97.50,81.10,90.04,17.67,137.78,0.00,65.72,7.87,0.00
20.79,94.88,0.00,0.00,21.21,20.50,19.01,95.70,89.05,96.56,80.87,155.17,-0.00,317.16,3.85,-0.00
20.60,96.00,0.00,0.00,23.09,21.93,18.69,87.36,82.38,95.17,146.79,132.37,0.00,480.00,1.69,0.00
20.60,94.12,0.00,0.00,23.76,22.21,18.61,85.73,84.39,96.02,239.00,135.29,-0.00,402.68,61.12,0.00
20.54,94.88,0.00,0.00,25.25,22.81,17.01,78.81,83.95,108.46,295.35,192.14,0.00,327.57,304.28,0.00
19.88,96.62,0.00,0.00,23.88,22.76,17.71,75.06,83.20,102.01,169.59,134.06,0.00,96.83,358.04,-0.00
20.19,96.38,17.88,66.50,21.14,22.91,19.29,81.42,82.56,89.85,137.24,71.47,19.33,7.84,183.07,21.47
21.41,94.12,82.25,322.56,20.77,22.84,21.34,87.40,83.31,86.40,158.27,7.13,99.55,3.92,17.75,140.33
22.84,89.25,143.75,470.06,21.62,21.26,22.99,84.32,93.30,82.30,129.53,0.00,173.46,1.66,0.00,347.84
24.02,83.88,244.38,411.75,21.90,21.55,22.38,86.32,88.73,83.54,132.46,-0.00,204.50,59.84,-0.00,448.60
25.15,79.50,292.81,324.75,22.76,21.24,23.72,84.28,88.78,74.26,191.38,0.00,263.13,303.08,0.00,493.69
23.91,74.88,170.00,97.06,22.86,20.64,27.35,82.60,90.99,54.28,135.06,-0.00,254.52,360.71,-0.00,776.75
21.09,81.75,136.69,7.81,22.85,20.35,28.25,82.90,91.15,46.68,71.17,0.00,378.99,182.32,0.00,588.07
21.00,85.75,161.38,4.00,22.58,19.14,26.05,84.91,95.72,57.24,7.01,-0.00,358.47,17.44,-0.00,419.89
21.35,86.25,126.69,1.62,21.58,18.59,28.38,91.28,95.90,51.00,0.00,0.00,387.70,0.00,0.00,478.41
21.64,88.25,129.62,58.56,21.60,18.45,26.82,88.42,97.14,56.41,-0.00,0.00,271.81,-0.00,0.00,435.45
22.71,84.62,190.62,301.88,21.24,17.68,27.34,88.83,103.73,51.49,0.00,-0.00,174.08,0.00,-0.00,631.44
22.95,82.00,136.06,363.38,20.67,18.02,23.52,90.81,99.88,72.67,-0.00,-0.00,109.15,-0.00,0.00,465.66
22.80,83.25,70.88,181.56,20.26,18.78,24.45,91.70,93.43,68.76,0.00,18.66,73.56,0.00,20.74,307.61
22.36,86.50,6.88,17.12,19.20,20.74,23.50,95.30,90.45,69.37,-0.00,95.62,7.39,-0.00,134.79,29.19
21.85,89.25,0.00,0.00,18.53,22.63,21.69,96.26,84.53,78.56,0.00,169.23,0.00,0.00,339.36,0.00
21.64,88.12,0.00,0.00,18.37,22.88,23.23,97.69,80.77,70.17,0.00,212.31,-0.00,0.00,465.74,-0.00
21.23,88.88,0.00,0.00,18.01,24.02,20.37,101.37,72.76,85.70,0.00,268.94,0.00,0.00,504.60,0.00
20.69,90.62,0.00,0.00,18.17,26.65,19.90,98.82,57.26,88.18,0.00,243.04,-0.00,0.00,741.72,-0.00
20.19,92.25,0.00,0.00,18.52,27.63,19.89,95.21,48.96,87.47,18.33,363.47,0.00,20.37,563.97,0.00
19.25,94.88,0.00,0.00,20.44,26.65,21.19,92.47,54.99,81.05,93.66,375.14,-0.00,132.02,439.41,-0.00
18.49,96.62,0.00,0.00,22.45,27.80,20.71,85.64,53.31,84.39,167.11,372.82,0.00,335.12,460.05,-0.00
